"Ngày","Lần cuối","Mở","Cao","Thấp","KL","% Thay đổi"
"22/02/2023","68,662.2","69,389.8","69,753.6","68,662.2","1.30M","-2.20%"
"21/02/2023","70,208.3","70,481.1","70,572.1","69,753.6","888.30K","-0.39%"
"20/02/2023","70,481.1","69,117.0","70,481.1","68,662.2","1.39M","1.97%"
"17/02/2023","69,117.0","69,207.9","69,480.7","68,480.4","777.00K","-0.65%"
"16/02/2023","69,571.7","69,117.0","69,571.7","68,753.2","691.30K","0.66%"
"15/02/2023","69,117.0","67,934.7","69,117.0","67,661.9","1.44M","1.74%"
"14/02/2023","67,934.7","68,480.4","68,844.1","67,661.9","1.07M","-0.80%"
"13/02/2023","68,480.4","69,026.0","69,026.0","67,389.0","1.57M","-0.79%"
"10/02/2023","69,026.0","68,207.5","69,026.0","68,207.5","1.24M","1.20%"
"09/02/2023","68,207.5","68,935.1","69,117.0","68,207.5","1.59M","-1.06%"
"08/02/2023","68,935.1","69,298.8","69,662.6","68,844.1","1.55M","-0.39%"
"07/02/2023","69,207.9","70,572.1","70,572.1","69,207.9","1.27M","-1.68%"
"06/02/2023","70,390.2","69,026.0","70,481.1","69,026.0","1.91M","1.84%"
"03/02/2023","69,117.0","70,026.4","70,117.3","69,026.0","1.86M","-0.91%"
"02/02/2023","69,753.6","70,390.2","70,481.1","69,753.6","1.49M","-0.65%"
"01/02/2023","70,208.3","70,663.0","70,753.9","69,935.5","1.81M","0.13%"
"31/01/2023","70,117.3","72,027.1","72,300.0","69,935.5","4.82M","-2.90%"
"30/01/2023","72,209.0","72,754.7","72,754.7","72,209.0","1.61M","-0.75%"
"27/01/2023","72,754.7","74,027.9","74,482.6","72,390.9","2.33M","-1.60%"
"19/01/2023","73,937.0","73,482.2","74,118.8","72,754.7","2.63M","0.00%"
"18/01/2023","73,937.0","73,573.2","74,118.8","73,391.3","1.30M","0.49%"
"17/01/2023","73,573.2","72,936.6","73,664.1","72,209.0","1.67M","1.89%"
"16/01/2023","72,209.0","73,300.4","73,482.2","72,209.0","654.70K","-1.49%"
"13/01/2023","73,300.4","72,936.6","73,755.1","72,845.6","1.45M","0.75%"
"12/01/2023","72,754.7","72,663.8","72,936.6","72,118.1","684.90K","0.76%"
"11/01/2023","72,209.0","73,664.1","74,209.8","72,209.0","1.53M","-1.98%"
"10/01/2023","73,664.1","73,573.2","74,118.8","73,300.4","1.20M","0.37%"
"09/01/2023","73,391.3","72,663.8","73,391.3","72,390.9","948.30K","1.13%"
"06/01/2023","72,572.8","73,664.1","73,846.0","72,390.9","1.27M","-1.72%"
"05/01/2023","73,846.0","72,118.1","74,027.9","71,845.3","2.47M","2.40%"
"04/01/2023","72,118.1","71,572.4","72,118.1","71,481.5","1.09M","1.02%"
"03/01/2023","71,390.5","69,571.7","71,390.5","69,298.8","1.50M","3.15%"
